x y label
2.3175 11 b
2.282 10 b
2.3205 16 b
2.3205 16 b
2.311 11 b
2.301 11 b
2.301 8 b
2.2995 10 b
2.3055 9 b
2.295 11 b
2.2995 8 b
2.3135 10 b
2.305 9 b
2.28 12 b
2.294 11 b
2.3045 19 b
2.3125 11 b
2.294 16 b
2.2945 11 b
2.3105 11 b
2.2785 8 b
2.313 11 b
2.294 18 b
2.313 13 b
2.2765 25 b
2.307 8 b
2.286 7 b
2.2865 13 b
2.298 11 b
2.3055 10 b
2.292 10 b
2.313 9 b
2.311 7 b
2.295 6 b
2.3165 11 b
2.2875 12 b
2.3135 15 b
2.2775 14 b
2.3045 12 b
2.304 12 b
2.308 11 b
2.3025 12 b
2.294 7 b
2.2775 9 b
2.301 10 b
2.316 13 b
2.314 13 b
2.299 9 b
2.302 16 b
2.2825 11 b
2.2815 22 b
2.3095 14 b
2.308 11 b
2.2985 12 b
2.302 11 b
2.3095 15 b
2.2755 17 b
2.3195 12 b
2.2915 20 b
2.2915 12 b
2.3095 9 b
2.2835 11 b
2.281 10 b
2.3245 14 b
2.285 11 b
2.3055 11 b
2.31 11 b
2.2965 11 b
2.275 18 b
2.306 12 b
2.313 11 b
2.325 12 b
2.276 28 b
2.284 31 b
2.3095 11 b
2.3025 13 b
2.321 10 b
2.298 23 b
2.288 24 b
2.286 32 b
2.313 40 b
2.3195 13 b
2.316 8 b
2.315 9 b
2.283 9 b
2.277 30 b
2.3155 61 b
2.276 14 b
2.286 9 b
2.291 6 b
2.297 13 b
2.301 14 b
2.313 19 b
2.3025 28 b
2.2985 18 b
2.3095 27 b
2.2815 18 b
2.286 11 b
2.282 27 b
2.3055 12 b
2.3205 16 b
2.286 28 b
2.3125 23 b
2.316 5 b
2.297 14 b
2.2795 5 b
2.2885 8 b
2.294 12 b
2.3115 75 b
2.314 47 b
2.28 11 b
2.2905 18 b
2.293 20 b
2.302 17 b
2.324 24 b
2.2835 17 b
2.3015 16 b
2.305 15 b
2.325 21 b
2.298 16 b
2.314 16 b
2.2945 5 b
2.2835 8 b
2.281 25 b
2.2775 14 b
2.2945 30 b
2.2765 28 b
2.3055 17 b
2.2905 10 b
2.302 11 b
2.305 14 b
2.319 16 b
2.281 111 b
2.316 12 b
2.323 10 b
2.28 11 b
2.297 31 b
2.308 14 b
2.283 20 b
2.282 74 b
2.2885 13 b
2.2825 16 b
2.3235 40 b
2.3245 14 b
2.3015 9 b
2.3075 9 b
2.316 11 b
2.283 11 b
2.318 30 b
2.295 29 b
2.319 6 b
2.312 11 b
2.2905 24 b
2.2835 16 b
2.283 21 b
2.325 20 b
2.287 29 b
2.3045 20 b
2.2935 16 b
2.2985 10 b
2.3155 11 b
2.2835 14 b
2.287 13 b
2.294 11 b
2.288 14 b
2.314 13 b
2.305 12 b
2.3155 12 b
2.3035 10 b
2.2875 10 b
2.2885 15 b
2.3145 17 b
2.3085 10 b
2.311 12 b
2.312 13 b
2.314 8 b
2.2895 24 b
2.285 7 b
2.2785 16 b
2.3235 9 b
2.2865 9 b
2.3155 12 b
2.2775 14 b
2.2975 11 b
2.3175 22 b
2.2945 12 b
2.303 12 b
2.308 14 b
2.2925 25 b
2.319 32 b
2.321 13 b
2.288 11 b
2.292 14 b
2.306 8 b
2.2935 15 b
2.2925 18 b
2.292 14 b
2.3205 10 b
2.2875 19 b
2.3045 21 b
2.2975 14 b
2.276 11 b
2.317 3 b
2.3095 14 b
2.3165 9 b
2.3185 10 b
2.2945 9 b
2.298 12 b
2.2785 10 b
2.3185 11 b
2.2915 11 b
2.3055 17 b
2.288 21 b
2.29 9 b
2.2995 8 b
2.3155 9 b
2.3005 10 b
2.318 17 b
2.314 14 b
2.314 8 b
2.3215 16 b
2.276 12 b
2.325 15 b
2.2975 9 b
2.2855 11 b
2.2825 19 b
2.325 17 b
2.276 3 b
2.293 9 b
2.2845 12 b
2.315 13 b
2.324 28 b
2.3165 11 b
2.318 50 b
2.2925 18 b
2.301 23 b
2.304 14 b
2.3005 17 b
2.314 12 b
2.296 14 b
2.321 10 b
2.301 11 b
2.281 13 b
2.279 13 b
2.3115 15 b
2.2925 14 b
2.301 16 b
2.304 13 b
2.314 10 b
2.286 13 b
2.3025 27 b
2.2835 23 b
2.307 6 b
2.2925 7 b
2.3115 13 b
2.29 14 b
2.301 8 b
2.2825 8 b
2.2905 12 b
2.306 18 b
