x y label
1.323 15 a
1.309 12 a
1.314 16 a
1.3165 21 a
1.3105 23 a
1.312 15 a
1.293 16 a
1.296 13 a
1.3195 15 a
1.317 13 a
1.3045 13 a
1.3225 19 a
1.2825 39 a
1.29 26 a
1.2755 28 a
1.297 16 a
1.2845 11 a
1.3025 22 a
1.2775 34 a
1.307 14 a
1.293 16 a
1.3025 27 a
1.3065 26 a
1.3155 17 a
1.2915 14 a
1.307 23 a
1.3055 18 a
1.298 25 a
1.285 18 a
1.287 15 a
1.307 11 a
1.323 15 a
1.308 15 a
1.2805 30 a
1.292 17 a
1.2995 16 a
1.3095 25 a
1.3175 20 a
1.2805 21 a
1.306 47 a
1.322 22 a
1.3185 27 a
1.3215 14 a
1.2785 11 a
1.309 10 a
1.302 11 a
1.2865 10 a
1.2995 15 a
1.279 12 a
1.303 12 a
1.2865 14 a
1.282 13 a
1.301 19 a
1.287 20 a
1.278 16 a
1.317 14 a
1.308 12 a
1.3095 12 a
1.309 16 a
1.322 16 a
1.3115 13 a
1.3195 14 a
1.2875 11 a
1.2925 10 a
1.288 17 a
1.32 22 a
1.2905 14 a
1.3155 18 a
1.292 16 a
1.2975 17 a
1.317 14 a
1.316 15 a
1.311 19 a
1.3035 16 a
1.281 26 a
1.2825 14 a
1.28 12 a
1.2885 15 a
1.325 12 a
1.287 15 a
1.2845 14 a
1.3035 15 a
1.3015 14 a
1.297 13 a
1.3235 17 a
1.3175 17 a
1.285 18 a
1.3205 20 a
1.3245 15 a
1.275 14 a
1.2925 19 a
1.3225 16 a
1.283 13 a
1.311 15 a
1.3065 14 a
1.276 19 a
1.306 21 a
1.316 10 a
1.303 17 a
1.287 18 a
1.2865 28 a
1.3075 20 a
1.301 18 a
1.3045 18 a
1.315 17 a
1.322 20 a
1.311 23 a
1.2955 16 a
1.293 26 a
1.3215 21 a
1.3245 13 a
1.2895 19 a
1.286 16 a
1.286 18 a
1.2925 17 a
1.317 19 a
1.3235 17 a
1.32 19 a
1.311 23 a
1.293 19 a
1.2855 17 a
1.3 16 a
1.306 67 a
1.301 41 a
1.2835 16 a
1.277 18 a
1.301 14 a
1.315 24 a
1.3155 30 a
1.308 40 a
1.297 43 a
1.32 18 a
1.3205 10 a
1.2965 13 a
1.303 12 a
1.2755 36 a
1.317 74 a
1.313 16 a
1.3025 15 a
1.321 14 a
1.323 19 a
1.294 20 a
1.313 22 a
1.2975 29 a
1.284 21 a
1.3235 35 a
1.28 26 a
1.3075 16 a
1.288 33 a
1.3115 19 a
1.3005 22 a
1.3005 27 a
1.288 28 a
1.2895 9 a
1.308 13 a
1.2955 9 a
1.275 12 a
1.321 17 a
1.3095 81 a
1.284 53 a
1.3075 14 a
1.281 13 a
1.299 14 a
1.312 12 a
1.302 26 a
1.325 26 a
1.278 18 a
1.2865 16 a
1.2785 22 a
1.2825 20 a
1.2915 23 a
1.298 9 a
1.316 12 a
1.314 27 a
1.2755 19 a
1.303 31 a
1.289 33 a
1.3225 21 a
1.3035 16 a
1.292 16 a
1.3095 19 a
1.2785 17 a
1.2805 200 a
1.3065 17 a
1.303 16 a
1.2835 22 a
1.3215 37 a
1.286 17 a
1.307 29 a
1.3075 170 a
1.321 20 a
1.291 20 a
1.284 82 a
1.2885 22 a
1.294 16 a
1.287 15 a
1.325 13 a
1.321 16 a
1.282 38 a
1.299 35 a
1.3245 13 a
1.325 13 a
1.308 27 a
1.275 20 a
1.302 29 a
1.3095 28 a
1.309 30 a
1.2985 22 a
1.307 14 a
1.293 15 a
1.306 14 a
1.304 14 a
1.3095 23 a
1.304 17 a
1.276 15 a
1.3 16 a
1.2855 10 a
1.301 15 a
1.3095 15 a
1.284 13 a
1.3165 21 a
1.286 25 a
1.289 13 a
1.32 15 a
1.306 14 a
1.3095 15 a
1.292 32 a
1.2995 13 a
1.3165 18 a
1.2775 16 a
1.284 14 a
1.298 20 a
1.3155 22 a
1.3185 14 a
1.316 29 a
1.2825 15 a
1.318 19 a
1.281 20 a
1.322 31 a
1.2875 37 a
1.279 18 a
1.298 20 a
1.3015 17 a
1.2885 14 a
1.3075 18 a
1.2965 23 a
1.2845 16 a
1.3075 16 a
1.3135 31 a
1.2775 28 a
1.294 18 a
1.292 17 a
1.284 11 a
1.284 12 a
1.3155 14 a
1.2955 12 a
1.288 13 a
1.3125 18 a
1.3145 17 a
1.305 16 a
1.3125 15 a
1.314 20 a
1.3045 20 a
1.311 14 a
1.2945 13 a
1.2755 12 a
1.304 13 a
1.2835 23 a
1.2965 22 a
1.322 12 a
1.323 19 a
1.304 17 a
1.3175 25 a
1.2855 17 a
1.316 16 a
1.282 22 a
1.2815 22 a
1.2835 19 a
1.2755 15 a
1.297 18 a
1.296 20 a
1.298 37 a
1.2855 17 a
1.32 50 a
1.28 23 a
1.2995 35 a
1.2755 19 a
1.286 23 a
1.3065 20 a
1.2905 21 a
1.288 9 a
1.32 10 a
1.2835 18 a
1.2815 20 a
1.287 18 a
1.3225 20 a
1.3095 19 a
1.3195 20 a
1.3055 11 a
1.2875 10 a
1.309 28 a
1.298 26 a
1.2995 13 a
1.3195 14 a
1.279 20 a
1.3085 19 a
1.294 9 a
1.296 11 a
1.2795 20 a
1.2775 24 a
